Stature,Head height,Head breadth,Head depth,Head circumference,Body mass,Face length,Face width,Face length long,Lower face length,Intercanthal width,Nasal root breadth,Nose length,Nose bridge length,Nasal tip protrusion,Nose width,Width of mouth,Height of chin,Face length short,Sellion promentale length
1188.0,195.0,152.0,179.0,531.0,23.0,102.58,112.0,92.29,53.77,30.89,21.3,38.52,27.91,14.069,29.6,42.07,24.81,67.48,79.28
1195.0,195.0,139.0,188.0,524.0,22.0,110.92,106.0,96.83,61.19,32.8,21.64,35.64,24.02,13.929,29.22,41.82,26.17,70.66,82.86
1210.0,198.0,150.0,183.0,527.0,21.5,116.01,104.0,101.15,62.56,33.78,21.45,38.59,27.85,13.494,29.83,39.58,25.81,75.34,84.71
1290.0,201.0,153.0,184.0,531.0,26.0,111.89,106.0,97.03,61.12,33.71,21.78,35.91,23.73,15.392,30.43,37.78,25.46,71.57,83.77
1125.0,192.0,138.0,177.0,507.0,21.0,111.83,107.0,98.97,60.78,33.53,22.69,38.19,26.71,13.599,27.3,35.22,28.48,70.49,81.99
1141.0,196.0,145.0,179.0,507.0,18.0,114.16,104.0,97.11,58.44,32.47,20.57,38.67,28.43,13.013,26.05,31.44,26.27,70.84,80.84
1176.0,196.0,138.0,178.0,515.0,20.0,111.59,104.0,95.34,58.62,30.51,20.52,36.72,24.1,14.921,27.91,34.31,28.29,67.05,76.41
1134.0,175.0,134.0,171.0,496.0,19.8,105.31,100.0,92.66,57.56,31.72,21.82,35.1,22.13,15.679,25.89,35.51,26.06,66.6,76.17
1068.0,208.0,147.0,188.0,530.0,19.5,111.91,111.0,95.91,58.21,35.5,22.12,37.7,25.88,14.02,29.0,36.07,24.12,71.79,80.4
1211.0,206.0,143.0,190.0,522.0,25.0,107.43,108.0,95.47,59.27,36.68,24.64,36.2,23.57,16.011,32.35,42.61,25.74,69.73,78.71
1202.0,193.0,145.0,175.0,510.0,24.0,103.83,108.0,93.15,56.66,32.11,21.56,36.49,23.7,15.68,27.14,42.59,26.06,67.09,76.14
1198.0,194.0,142.0,180.0,510.0,20.5,109.75,103.0,95.35,54.52,33.01,19.92,40.83,27.36,16.652,27.93,33.29,24.76,70.59,79.1
1280.0,194.0,136.0,184.0,522.0,24.5,112.32,103.0,98.57,57.49,33.31,22.61,41.08,28.16,15.984,30.88,45.19,25.59,72.98,80.31
1108.0,179.0,141.0,177.0,507.0,18.0,105.11,100.0,91.53,55.43,30.48,19.75,36.1,22.1,17.124,26.98,37.99,23.5,68.03,76.47
1189.0,207.0,153.0,168.0,507.0,19.5,108.34,108.0,93.22,57.09,33.26,21.41,36.13,24.54,13.216,29.6,39.75,25.9,67.32,77.04
1225.0,194.0,138.0,178.0,497.0,24.0,110.49,99.0,97.39,57.53,30.85,16.55,39.86,27.52,14.86,28.55,36.93,24.29,73.1,81.71
810.0,165.0,138.0,147.0,470.0,11.0,89.68,108.0,72.66,45.82,32.95,21.09,26.84,16.52,12.966,29.67,48.6,18.54,54.12,61.66
775.0,156.0,127.0,154.0,460.0,9.11,84.86,99.0,74.94,44.38,27.95,18.23,30.56,19.77,12.966,24.82,36.5,18.83,56.11,64.31
735.0,156.0,125.0,163.0,470.0,8.95,89.99,98.0,74.2,47.07,31.89,20.27,27.13,18.15,10.867,27.04,35.05,16.16,58.04,64.69
1105.0,189.0,145.0,179.0,513.0,20.0,102.43,108.0,89.89,56.16,32.19,21.19,33.73,23.67,13.782,26.73,38.27,25.13,64.76,73.59
950.0,173.0,124.0,170.0,474.0,13.4,98.31,105.0,87.32,57.05,33.27,22.17,30.27,19.64,12.197,25.44,37.51,21.51,65.81,76.09
1015.0,193.0,138.0,188.0,520.0,16.5,105.39,110.0,90.23,56.81,34.03,22.5,33.42,23.99,11.034,27.96,36.54,25.7,64.53,75.13
1150.0,187.0,145.0,184.0,535.0,21.0,109.67,111.0,96.27,64.09,28.84,18.44,32.18,20.04,13.92,28.55,36.53,28.02,68.25,78.43
885.0,164.0,133.0,164.0,483.0,12.1,92.93,103.0,78.49,49.15,30.16,19.32,29.34,19.37,12.38,25.91,35.34,20.35,58.14,65.88
855.0,165.0,151.0,170.0,505.0,13.0,98.02,116.0,83.81,54.49,31.77,19.82,29.32,20.8,10.638,25.64,31.41,25.49,58.32,66.94
835.0,172.0,122.0,156.0,460.0,11.6,101.48,100.0,87.96,58.16,31.0,20.49,29.8,20.51,11.454,24.77,31.13,26.99,60.97,70.51
1035.0,185.0,137.0,176.0,502.0,15.3,104.97,102.0,90.24,58.52,29.75,19.57,31.72,21.4,12.331,25.74,33.58,25.79,64.45,75.58
790.0,161.0,135.0,149.0,448.0,13.4,94.56,108.0,83.15,55.34,27.9,18.85,27.81,18.64,11.524,23.57,31.78,19.9,63.25,70.76
1040.0,185.0,143.0,174.0,516.0,17.5,108.6,109.0,94.77,56.94,33.82,21.52,37.83,25.81,15.61,30.33,39.47,27.24,67.53,77.42
968.0,173.0,143.0,163.0,484.0,15.5,105.78,100.0,90.7,56.33,34.11,22.18,34.37,20.67,15.875,31.6,39.77,25.41,65.29,73.26
1010.0,180.0,138.0,168.0,498.0,16.9,103.33,112.0,91.15,57.82,31.19,21.22,33.33,23.49,13.281,29.1,42.08,26.14,65.01,74.05
1100.0,183.0,137.0,175.0,504.0,17.9,105.47,107.0,92.45,55.93,31.13,20.53,36.52,23.8,15.692,26.65,37.16,22.36,70.09,81.11
1060.0,194.0,135.0,179.0,510.0,21.3,103.2,105.0,90.2,58.01,29.54,19.65,32.19,20.73,14.696,27.0,36.21,24.8,65.4,75.15
1000.0,187.0,145.0,150.0,474.0,14.4,101.78,110.0,85.96,52.25,32.22,20.67,33.71,23.58,13.166,25.32,39.03,25.18,60.78,68.92
988.0,178.0,140.0,160.0,485.0,14.0,98.99,99.0,84.57,56.3,32.05,21.09,28.27,18.33,12.004,24.25,33.66,24.63,59.94,69.52
797.0,159.0,122.0,168.0,475.0,10.2,96.18,91.0,80.73,53.06,28.82,18.76,27.67,18.3,11.66,23.96,37.58,17.98,62.75,69.18
830.0,162.0,129.0,152.0,450.0,11.26,93.81,100.0,79.73,51.49,29.43,19.49,28.24,17.6,12.714,24.83,34.56,20.43,59.3,66.3
1060.0,184.0,148.0,177.0,518.0,17.4,105.49,107.0,92.42,56.39,34.82,22.97,36.03,24.55,14.737,26.79,34.85,23.63,68.79,77.78
830.0,164.0,136.0,160.0,480.0,11.5,93.98,105.0,81.25,52.71,32.56,22.55,28.54,19.25,11.361,25.26,32.19,18.43,62.82,69.08
970.0,171.0,136.0,176.0,495.0,14.1,102.65,108.0,90.1,59.88,34.39,22.79,30.22,20.86,12.255,28.29,38.96,26.28,63.82,72.79
840.0,167.0,130.0,168.0,474.0,13.1,90.04,100.0,74.86,46.76,31.22,21.71,28.1,18.21,12.036,30.07,40.01,19.2,55.66,62.67
957.0,181.0,142.0,175.0,496.0,13.4,104.31,103.0,88.76,54.62,31.99,21.9,34.14,24.96,11.454,26.51,35.04,24.24,64.52,72.93
810.0,165.0,130.0,164.0,477.0,11.4,102.47,100.0,83.44,53.81,29.39,19.96,29.63,19.57,12.736,27.17,37.01,19.36,64.08,70.69
1108.0,201.0,132.0,182.0,518.0,19.0,105.79,102.0,94.45,60.74,31.62,20.98,33.71,22.92,13.625,26.35,35.0,25.17,69.28,77.74
1190.0,191.0,145.0,181.0,515.0,21.0,106.0,108.0,90.73,52.65,32.63,21.06,38.08,25.57,15.523,27.83,43.4,22.73,68.0,78.98
1027.0,191.0,144.0,179.0,498.0,16.0,106.35,108.0,89.56,54.56,33.21,22.1,35.0,24.09,13.666,25.93,40.68,27.88,61.68,73.15
1089.0,178.0,137.0,175.0,497.0,19.0,110.17,102.0,93.34,58.68,32.82,22.17,34.66,24.56,12.903,27.63,33.82,25.52,67.82,76.88
1124.0,184.0,134.0,169.0,503.0,18.0,102.4,104.0,87.7,52.56,32.68,21.89,35.14,22.39,16.278,28.35,33.49,20.73,66.97,75.86
1172.0,198.0,137.0,183.0,514.0,21.0,103.95,106.0,90.44,57.69,34.91,23.97,32.75,21.7,14.723,30.71,41.03,24.76,65.68,75.54
1184.0,189.0,142.0,182.0,512.0,22.0,114.23,101.0,98.22,62.86,30.09,20.31,35.36,23.11,15.719,27.89,42.98,31.52,66.7,76.55
1105.0,189.0,146.0,182.0,509.0,18.0,111.83,107.0,93.51,59.63,34.51,22.31,33.88,22.33,14.923,26.19,35.23,28.02,65.49,72.05
1182.0,185.0,140.0,177.0,503.0,22.5,107.28,104.0,97.58,59.15,32.27,20.68,38.43,25.44,16.653,27.93,41.77,25.44,72.14,81.5
1065.0,194.0,130.0,177.0,499.0,19.0,100.39,106.0,89.17,51.88,30.08,20.67,37.29,26.65,13.694,26.61,35.95,23.26,65.91,72.52
1108.0,210.0,142.0,167.0,494.0,16.5,109.38,103.0,96.26,59.95,31.35,20.05,36.31,26.23,14.017,27.67,36.87,28.75,67.51,75.65
1170.0,186.0,149.0,180.0,512.0,23.5,108.44,112.0,92.88,55.52,33.08,22.36,37.36,26.67,14.597,30.62,43.9,24.65,68.23,80.51
1109.0,175.0,136.0,176.0,505.0,20.0,114.78,106.0,94.35,58.15,31.97,21.34,36.2,25.29,13.406,28.94,34.54,23.4,70.95,80.78
1197.0,192.0,130.0,178.0,485.0,21.5,108.59,111.0,96.11,58.96,33.96,23.1,37.15,25.32,15.42,27.59,37.71,25.79,70.32,81.38
1120.0,178.0,137.0,176.0,511.0,19.0,98.79,106.0,86.53,49.68,33.42,22.8,36.85,24.73,15.144,27.12,38.34,20.87,65.66,74.26
1047.0,192.0,132.0,178.0,505.0,17.5,109.93,103.0,94.12,57.7,35.07,23.45,36.42,23.48,16.094,27.78,37.9,23.47,70.65,79.73
1060.0,191.0,140.0,182.0,516.0,20.0,109.93,113.0,98.45,61.93,37.18,25.97,36.52,24.35,16.06,28.58,33.72,26.04,72.41,86.36
1207.0,205.0,148.0,190.0,542.0,26.0,112.47,112.0,102.5,61.42,39.48,26.77,41.08,28.8,17.191,30.32,41.25,33.39,69.11,82.51
1100.0,181.0,134.0,173.0,493.0,19.0,102.8,108.0,88.71,52.57,31.69,21.66,36.14,25.11,14.098,27.55,32.66,22.02,66.69,77.06
1154.0,186.0,129.0,174.0,492.0,18.5,100.32,104.0,90.76,55.75,29.63,19.9,35.01,21.93,15.374,29.61,34.44,24.18,66.58,77.82
1091.0,191.0,139.0,180.0,511.0,22.0,113.0,101.0,99.95,63.05,29.41,20.45,36.9,23.82,15.654,28.07,39.7,26.77,73.18,82.29
1259.0,184.0,142.0,176.0,522.0,24.0,109.05,108.0,98.4,60.75,34.74,23.37,37.65,27.98,13.961,29.28,38.89,27.65,70.75,83.2
1175.0,198.0,146.0,170.0,505.0,19.5,114.17,108.0,103.94,63.62,31.74,22.28,40.32,27.19,16.938,27.24,37.43,27.25,76.69,86.3
1158.0,202.0,152.0,175.0,527.0,22.0,109.12,109.0,100.89,58.53,35.34,22.89,42.36,30.25,16.387,31.02,39.97,23.27,77.62,86.18
1049.0,178.0,127.0,168.0,468.0,15.0,103.03,100.0,92.71,56.2,30.54,19.68,36.51,23.99,15.344,26.59,35.02,27.96,64.75,72.79
1040.0,177.0,131.0,166.0,489.0,16.0,100.46,102.0,89.41,55.41,30.85,20.12,34.0,22.52,14.544,28.3,36.95,24.97,64.44,73.58
1064.0,179.0,133.0,166.0,479.0,14.7,109.06,100.0,95.77,58.97,29.93,19.18,36.8,25.82,12.367,25.1,33.09,25.45,70.32,81.41
725.0,150.0,120.0,149.0,445.0,8.3,86.44,95.0,72.41,46.44,29.19,19.68,25.97,14.77,12.146,23.97,30.18,16.45,55.96,61.93
1032.0,177.0,131.0,165.0,492.0,16.5,101.59,106.0,87.91,54.17,32.29,21.14,33.74,22.61,14.213,26.14,36.14,23.14,64.77,73.25
730.0,148.0,118.0,162.0,467.0,9.1,96.73,93.0,82.04,52.24,29.26,18.55,29.8,19.14,12.601,23.98,30.05,17.3,64.74,72.05
698.0,169.0,120.0,152.0,454.0,8.77,81.14,100.0,67.07,40.05,28.2,17.78,27.02,18.05,11.654,23.98,34.73,18.49,48.58,56.1
800.0,164.0,127.0,155.0,475.0,10.4,97.59,102.0,84.94,54.62,34.09,23.35,30.32,20.42,12.107,26.52,37.69,17.26,67.68,75.45
976.0,170.0,132.0,155.0,466.0,12.75,96.11,104.0,83.39,50.88,32.12,21.56,32.51,22.68,12.185,25.98,35.21,22.92,60.47,69.68
1000.0,172.0,140.0,170.0,506.0,15.8,106.05,107.0,91.75,57.93,33.86,22.17,33.82,24.51,11.588,25.79,33.87,25.19,66.56,73.54
720.0,170.0,128.0,145.0,450.0,8.85,88.96,98.0,73.58,46.57,30.47,20.35,27.01,17.02,11.07,25.61,32.39,16.23,57.35,64.08
820.0,157.0,128.0,166.0,473.0,10.5,89.61,98.0,77.05,47.49,28.83,17.97,29.56,19.08,12.847,26.6,37.2,19.97,57.08,65.71
656.0,143.0,124.0,145.0,440.0,7.35,93.23,94.0,77.96,51.13,30.23,20.08,26.83,15.89,12.401,26.12,34.67,19.07,58.89,65.37
765.0,177.0,127.0,160.0,470.0,9.24,95.82,102.0,82.93,52.29,29.59,19.72,30.64,20.73,11.722,27.07,33.72,17.16,65.77,72.56
880.0,192.0,135.0,172.0,490.0,13.15,98.03,104.0,82.55,57.69,29.89,19.95,24.86,14.79,11.092,27.02,33.58,20.4,62.15,68.98
1100.0,181.0,149.0,168.0,507.0,22.0,112.19,114.0,101.95,65.17,33.02,22.19,36.78,23.99,16.266,31.4,37.13,30.51,71.44,80.17
789.0,172.0,133.0,162.0,475.0,9.5,97.73,90.0,83.19,52.76,29.3,19.11,30.43,18.33,13.493,24.13,30.53,20.6,62.59,70.11
816.0,187.0,132.0,177.0,489.0,11.5,108.58,102.0,88.96,58.23,31.85,21.23,30.73,20.48,11.576,25.93,33.09,22.26,66.7,73.58
735.0,168.0,127.0,147.0,450.0,9.6,86.69,103.0,77.0,49.78,30.25,20.56,27.22,19.15,10.003,25.48,28.4,19.96,57.04,64.63
951.0,169.0,131.0,167.0,479.0,15.0,94.62,107.0,83.63,52.02,29.39,19.46,31.61,21.39,12.577,26.45,34.58,20.86,62.77,70.1
950.0,176.0,134.0,174.0,497.0,13.0,96.43,100.0,84.24,54.06,32.12,21.33,30.18,20.51,11.449,25.37,37.29,22.32,61.92,72.16
1016.0,176.0,139.0,176.0,520.0,16.0,101.76,111.0,88.86,58.2,32.94,21.95,30.66,18.4,14.547,27.59,35.76,23.88,64.98,71.51
1184.0,190.0,145.0,181.0,534.0,23.0,113.71,107.0,102.09,62.87,32.66,23.4,39.22,28.49,14.777,29.04,39.89,25.94,76.15,84.87
1255.0,192.0,135.0,192.0,520.0,23.5,111.15,111.0,98.69,62.85,35.4,23.4,35.84,21.95,16.54,29.71,42.44,27.0,71.69,79.05
823.0,177.0,130.0,172.0,475.0,10.5,98.6,102.0,83.78,53.54,34.24,21.66,30.24,21.05,10.467,26.11,31.93,25.04,58.74,66.9
1038.0,167.0,126.0,167.0,480.0,17.0,97.98,98.0,83.31,46.94,28.71,18.15,36.37,24.39,14.257,26.5,31.94,18.46,64.85,72.58
910.0,176.0,135.0,166.0,485.0,13.0,93.94,99.0,83.0,50.56,31.08,21.46,32.44,21.46,14.028,26.15,36.9,23.03,59.97,66.29
1069.0,165.0,134.0,175.0,504.0,17.5,113.0,106.0,96.22,60.16,30.3,20.46,36.06,22.55,15.506,25.96,33.81,25.71,70.51,79.39
1138.0,192.0,132.0,189.0,509.0,17.0,107.63,101.0,93.57,57.4,27.43,17.76,36.17,24.8,14.613,26.96,33.78,23.21,70.36,77.43
1120.0,204.0,144.0,184.0,518.0,21.0,104.14,110.0,92.02,56.82,30.57,19.56,35.2,24.44,14.54,30.38,43.5,23.73,68.29,76.41
1040.0,180.0,141.0,171.0,540.0,18.0,109.32,113.0,95.72,59.46,30.19,20.14,36.26,24.22,14.008,28.33,31.55,23.12,72.6,79.96
860.0,161.0,132.0,169.0,489.0,12.0,95.22,104.0,81.36,50.38,30.98,20.72,30.98,18.91,13.615,27.18,35.78,18.24,63.12,67.96
655.0,147.0,115.0,136.0,440.0,6.56,85.19,96.0,72.22,48.1,27.74,18.62,24.12,14.76,11.552,23.37,26.83,14.99,57.23,62.92
1051.0,175.0,142.0,170.0,505.0,16.5,100.66,113.5,88.91,53.39,31.23,22.15,35.52,25.23,14.121,26.0,35.3,28.43,60.48,69.34
894.0,150.0,135.0,165.0,476.0,11.0,90.89,106.0,80.58,47.92,31.57,21.42,32.66,22.49,13.083,26.19,33.41,21.35,59.23,66.51
1038.0,180.0,144.0,173.0,507.0,14.0,103.56,105.0,88.95,54.26,33.83,21.17,34.69,23.66,13.852,26.34,35.71,22.44,66.51,75.17
1210.0,172.0,133.0,158.0,472.0,11.6,86.86,112.0,76.72,50.43,33.9,23.42,26.29,16.32,11.81,24.59,46.73,21.43,55.29,63.99
1056.5,191.0,137.0,179.0,511.0,17.0,98.89,105.0,89.55,54.58,29.87,19.44,34.97,23.23,14.36,26.4,35.58,24.51,65.04,73.23
932.0,177.0,141.0,168.0,484.0,14.5,101.04,107.0,86.51,55.67,34.59,21.8,30.84,20.29,12.329,26.43,38.49,22.68,63.83,73.71
1057.0,184.0,140.0,172.0,489.0,15.5,100.4,104.0,86.88,55.77,30.43,20.38,31.11,20.49,13.23,27.64,41.27,20.41,66.47,74.54
1086.0,166.0,131.0,166.0,493.0,17.5,99.22,100.0,87.34,53.66,29.96,19.51,33.68,23.53,13.592,25.72,33.8,26.22,61.12,71.78
902.0,170.0,122.0,176.0,493.0,12.0,93.75,91.0,83.56,48.91,32.24,21.34,34.65,24.05,14.382,25.25,34.28,23.2,60.36,69.01
886.0,195.0,124.0,179.0,490.0,12.0,90.52,97.0,80.47,46.64,32.24,21.41,33.83,24.14,13.817,24.32,34.24,19.73,60.74,67.71
1020.0,178.0,135.0,183.0,525.0,19.5,110.68,102.0,94.75,57.55,31.39,20.75,37.2,24.63,16.194,28.67,32.52,23.25,71.5,79.55
1000.0,186.0,142.0,165.0,510.0,15.0,100.29,107.0,89.14,55.45,31.49,21.1,33.69,20.4,15.456,27.95,34.3,26.32,62.82,71.3
720.0,155.0,118.0,168.0,457.0,8.0,88.25,93.0,75.6,49.38,29.12,18.84,26.22,17.34,10.745,26.34,35.44,19.13,56.47,61.94
1009.0,185.0,138.0,180.0,550.0,14.0,98.19,109.0,84.31,49.29,29.37,19.11,35.02,24.64,14.337,28.06,39.07,20.42,63.89,72.41
1318.0,190.0,145.0,169.0,493.0,27.5,118.46,120.0,105.13,60.38,32.86,21.49,44.75,29.41,18.859,29.75,43.82,28.0,77.13,86.52
1297.0,186.0,150.0,178.0,522.0,27.0,110.26,121.0,94.59,60.97,34.73,23.51,33.62,21.82,15.597,27.21,37.39,27.17,67.42,77.4
1269.0,195.0,167.0,178.0,525.0,25.5,111.21,126.0,94.96,58.24,38.04,26.14,36.72,24.4,16.161,30.65,47.38,23.17,71.79,82.88
1256.0,210.0,150.0,169.0,500.0,21.0,109.54,110.0,97.29,60.43,30.79,20.32,36.86,25.33,15.481,27.12,37.9,25.58,71.71,81.19
1150.0,188.0,150.0,171.0,500.0,21.0,113.15,123.0,100.0,61.1,37.5,24.68,38.9,27.93,13.122,28.42,39.23,27.78,72.22,82.59
1159.0,187.0,140.0,177.0,504.0,19.0,105.17,109.0,94.09,56.17,33.19,22.71,37.92,25.68,14.959,28.13,35.71,24.66,69.43,77.3
1084.0,192.0,143.0,170.0,496.0,20.0,106.28,106.0,95.14,59.89,25.88,16.79,35.25,23.42,15.216,27.17,37.1,22.69,72.45,79.82
1142.0,201.0,161.0,178.0,528.0,23.5,111.89,121.0,99.77,63.55,34.54,24.14,36.22,23.68,16.202,30.41,40.93,25.22,74.55,83.74
1205.0,190.0,155.0,176.0,519.0,20.5,105.4,121.0,93.4,55.46,33.89,19.18,37.94,25.82,15.084,28.9,43.45,23.18,70.22,79.09
1248.0,179.0,135.0,182.0,516.0,20.5,105.65,108.0,90.55,56.17,29.76,20.16,34.38,23.5,14.126,29.71,43.74,26.85,63.7,71.16
1286.0,194.0,151.0,191.0,540.0,25.0,111.05,115.0,97.61,57.32,34.13,23.09,40.29,28.92,15.904,29.57,38.88,27.3,70.31,79.72
1230.0,207.0,156.0,182.0,532.0,25.5,115.75,123.0,105.21,64.54,32.33,22.17,40.67,27.25,16.164,28.47,45.9,27.97,77.24,84.57
1331.0,196.0,161.0,181.0,530.0,26.0,118.81,127.0,98.95,60.49,34.85,23.27,38.46,26.74,14.759,28.17,41.71,29.92,69.03,78.0
1204.0,185.0,147.0,168.0,505.0,18.5,104.73,116.0,91.96,56.21,34.08,22.41,35.75,24.46,15.316,30.78,41.95,24.13,67.83,75.67
1222.0,191.0,156.0,166.0,503.0,22.0,112.59,129.0,97.07,57.4,34.03,22.97,39.67,28.81,15.465,28.49,40.12,24.53,72.54,78.35
1230.0,183.0,144.0,171.0,499.0,22.0,106.02,119.0,97.01,57.61,33.43,22.5,39.4,27.64,15.607,30.31,37.49,26.45,70.56,79.0
1195.0,180.0,146.0,175.0,494.0,21.0,108.71,111.0,96.24,53.17,28.3,19.06,43.07,31.07,16.662,26.17,34.48,28.1,68.14,78.05
1179.0,195.0,154.0,177.0,510.0,23.0,115.87,123.0,102.39,67.58,33.01,22.28,34.81,23.16,13.861,29.21,39.59,27.5,74.89,86.44
1136.0,184.0,150.0,175.0,520.0,18.0,103.71,113.0,93.76,58.41,34.32,22.79,35.35,23.43,14.009,29.85,39.12,26.28,67.48,80.01
1203.0,187.0,144.0,173.0,500.0,22.0,108.08,118.0,94.11,58.42,31.29,21.0,35.69,24.52,14.899,27.18,37.86,24.76,69.35,79.3
1130.0,179.0,148.0,159.0,480.0,20.0,100.84,114.0,92.04,55.95,33.85,23.01,36.09,24.47,14.984,28.7,36.16,26.17,65.87,76.34
1242.0,191.0,163.0,171.0,517.0,23.5,103.93,125.0,92.26,53.65,34.36,23.66,38.61,27.92,15.447,31.01,43.27,19.66,72.6,79.6
1248.0,195.0,154.0,155.0,493.0,21.0,103.07,118.0,88.63,54.34,29.32,18.93,34.29,23.72,14.367,26.07,33.39,24.78,63.85,72.21
1215.0,186.0,149.0,163.0,487.0,21.0,110.04,116.0,95.85,56.28,32.8,22.18,39.57,27.65,13.988,29.69,35.58,20.94,74.91,85.21
1149.0,185.0,151.0,163.0,495.0,20.0,99.85,115.0,85.9,52.16,32.33,22.23,33.74,23.14,14.416,27.46,40.1,22.62,63.28,72.61
1264.0,188.0,155.0,177.0,519.0,24.5,105.81,121.0,94.59,59.6,31.59,20.97,34.99,24.8,12.827,30.08,45.7,26.15,68.44,78.18
1145.0,182.0,146.0,177.0,504.0,19.0,102.26,118.0,91.79,54.1,34.06,22.53,37.69,26.21,15.817,28.12,41.8,22.49,69.3,78.29
1173.0,192.0,163.0,176.0,525.0,21.0,107.07,122.0,89.95,55.75,33.27,19.16,34.2,22.47,14.142,27.3,38.79,22.46,67.49,75.68
1138.0,176.0,146.0,173.0,505.0,19.0,104.33,111.0,87.93,55.28,30.66,20.98,32.65,21.67,14.299,26.13,38.42,21.63,66.3,76.01
1185.0,186.0,148.0,177.0,524.0,20.5,104.47,120.0,91.7,55.59,33.24,22.58,36.11,22.45,16.419,27.06,43.33,22.32,69.38,78.71
1226.0,192.0,150.0,173.0,514.0,21.0,111.25,118.0,97.84,58.13,33.06,22.4,39.71,29.0,14.51,27.39,43.96,27.23,70.61,80.61
1168.0,170.0,138.0,174.0,499.0,18.5,97.88,113.0,90.19,55.85,26.93,18.82,34.34,23.66,13.883,26.8,32.14,25.01,65.18,73.84
1231.0,230.0,156.0,183.0,538.0,23.0,106.86,116.0,96.23,59.47,35.43,24.56,36.76,22.59,17.127,30.43,42.74,22.46,73.77,82.04
1189.0,180.0,146.0,173.0,500.0,20.0,116.02,116.0,102.25,61.02,31.86,20.5,41.23,30.59,13.169,27.78,37.08,28.91,73.34,81.77
1287.0,193.0,142.0,179.0,506.0,25.5,110.36,114.0,98.29,60.07,31.22,19.53,38.22,25.22,16.667,30.62,43.04,26.61,71.68,84.03
1281.0,198.0,155.0,173.0,528.0,31.0,119.83,123.0,102.01,64.42,35.15,23.75,37.59,26.36,14.6,27.19,43.73,26.21,75.8,84.7
1254.0,188.0,151.0,178.0,520.0,25.0,106.83,118.0,98.15,54.86,33.55,23.65,43.29,27.11,19.016,31.11,37.47,26.06,72.09,79.14
1203.0,199.0,146.0,175.0,515.0,23.5,115.01,116.0,102.25,63.62,31.86,21.56,38.63,24.5,16.372,28.84,39.12,25.79,76.46,85.25
678.0,155.0,129.0,147.0,440.0,8.5,89.96,97.0,78.78,49.65,29.81,19.54,29.13,18.44,12.734,25.12,30.71,22.39,56.39,63.03
