"Reach height, standing",Stature,"Eye height, standing","Elbow height, standing","Thigh clearance, sitting","Elbow height, sitting","Popliteal height, sitting","Eye height, sitting",Sitting height,Reach depth,Breadth over the elbows,Hip breadth,"Hip breadth, sitting",Chest depth,Elbow-grip length,Buttock-popliteal depth,"Buttock-knee depth, sitting","Buttock foot length, sitting",Hand length,Forefinger breadth,Hand width (with thumb),Hand thickness,Length pointing finger,Body mass,Maximum gripping force
2030.0,1724.0,1605.0,697.0,135.0,225.0,472.0,765.0,873.0,717.0,460.0,338.0,350.0,238.0,370.0,508.0,620.0,1065.0,170.0,14.0,91.0,25.0,64.0,64.6,28.0
2293.0,1888.0,1745.0,749.0,135.0,229.0,520.0,840.0,965.0,814.0,441.0,345.0,346.0,249.0,376.0,525.0,665.0,1180.0,199.0,18.0,111.0,30.0,79.0,76.2,49.0
2183.0,1780.0,1657.0,743.0,135.0,248.0,495.0,799.0,928.0,784.0,429.0,328.0,367.0,248.0,372.0,478.0,604.0,1120.0,197.0,14.0,104.0,24.0,76.0,71.5,49.0
2071.0,1752.0,1602.0,690.0,128.0,225.0,465.0,788.0,917.0,747.0,402.0,320.0,346.0,220.0,339.0,486.0,619.0,1078.0,188.0,14.0,109.0,25.0,75.0,66.4,54.0
2183.0,1780.0,1642.0,695.0,156.0,239.0,456.0,848.0,950.0,760.0,420.0,335.0,352.0,234.0,343.0,513.0,626.0,1062.0,194.0,15.0,113.0,28.0,80.0,78.2,74.0
2188.0,1848.0,1708.0,727.0,139.0,235.0,492.0,833.0,949.0,773.0,414.0,337.0,353.0,225.0,372.0,512.0,640.0,1115.0,201.0,16.0,106.0,29.0,82.0,74.7,62.0
2241.0,1811.0,1693.0,706.0,128.0,217.0,489.0,805.0,937.0,746.0,404.0,319.0,338.0,217.0,349.0,505.0,618.0,1121.0,174.0,14.0,99.0,24.0,69.0,60.6,51.0
2321.0,1902.0,1767.0,762.0,137.0,237.0,525.0,874.0,989.0,838.0,421.0,333.0,352.0,209.0,382.0,524.0,664.0,1148.0,211.0,16.0,111.0,28.0,84.0,75.1,67.0
2206.0,1847.0,1707.0,723.0,147.0,203.0,520.0,797.0,919.0,798.0,463.0,366.0,370.0,238.0,358.0,517.0,660.0,1134.0,197.0,14.0,101.0,29.0,77.0,78.8,51.0
1999.0,1655.0,1532.0,667.0,115.0,222.0,445.0,760.0,874.0,701.0,367.0,318.0,354.0,220.0,326.0,466.0,567.0,974.0,174.0,12.0,89.0,23.0,69.0,51.0,39.0
2154.0,1773.0,1651.0,682.0,131.0,207.0,475.0,805.0,930.0,762.0,424.0,336.0,345.0,219.0,359.0,492.0,606.0,1039.0,182.0,14.0,101.0,28.0,77.0,64.1,47.0
2075.0,1760.0,1649.0,709.0,140.0,257.0,452.0,817.0,927.0,709.0,383.0,335.0,377.0,236.0,330.0,501.0,608.0,1038.0,174.0,12.0,92.0,23.0,68.0,66.6,34.0
2162.0,1806.0,1692.0,708.0,122.0,233.0,475.0,827.0,943.0,785.0,415.0,324.0,356.0,220.0,363.0,505.0,633.0,1099.0,173.0,14.0,96.0,27.0,66.0,67.5,48.0
2053.0,1715.0,1580.0,637.0,115.0,174.0,463.0,777.0,913.0,759.0,401.0,316.0,328.0,213.0,347.0,480.0,601.0,1009.0,182.0,12.0,96.0,28.0,71.0,57.9,42.0
2169.0,1793.0,1687.0,708.0,120.0,198.0,510.0,829.0,924.0,761.0,438.0,337.0,338.0,221.0,360.0,477.0,615.0,1085.0,196.0,14.0,103.0,26.0,75.0,59.2,52.0
2145.0,1758.0,1664.0,718.0,123.0,234.0,484.0,810.0,922.0,788.0,400.0,311.0,300.0,196.0,355.0,501.0,622.0,1095.0,181.0,15.0,102.0,26.0,68.0,62.5,50.0
2145.0,1815.0,1688.0,747.0,143.0,259.0,488.0,830.0,945.0,727.0,425.0,322.0,320.0,210.0,346.0,508.0,619.0,1086.0,185.0,13.0,102.0,26.0,75.0,67.6,54.0
2042.0,1739.0,1610.0,719.0,124.0,254.0,465.0,826.0,932.0,723.0,435.0,315.0,324.0,235.0,344.0,458.0,586.0,1012.0,188.0,16.0,107.0,27.0,73.0,63.6,52.0
2042.0,1725.0,1598.0,713.0,144.0,264.0,449.0,785.0,910.0,712.0,420.0,356.0,366.0,253.0,338.0,503.0,610.0,1064.0,187.0,15.0,102.0,26.0,72.0,70.0,47.0
1954.0,1602.0,1506.0,668.0,124.0,245.0,423.0,774.0,863.0,656.0,380.0,320.0,314.0,222.0,323.0,457.0,569.0,969.0,173.0,13.0,91.0,23.0,65.0,52.5,34.0
2205.0,1879.0,1755.0,770.0,132.0,270.0,500.0,896.0,1014.0,803.0,416.0,331.0,337.0,230.0,436.0,474.0,600.0,1075.0,202.0,16.0,113.0,28.0,81.0,71.3,74.0
1999.0,1710.0,1593.0,696.0,123.0,225.0,471.0,803.0,914.0,713.0,379.0,332.0,336.0,210.0,328.0,472.0,590.0,1013.0,180.0,14.0,98.0,25.0,69.0,59.7,34.0
2140.0,1812.0,1700.0,696.0,160.0,227.0,469.0,875.0,960.0,771.0,499.0,381.0,388.0,247.0,357.0,486.0,633.0,1141.0,190.0,16.0,110.0,29.0,70.0,91.8,54.0
2218.0,1906.0,1755.0,773.0,152.0,289.0,484.0,911.0,1033.0,784.0,470.0,366.0,378.0,260.0,375.0,496.0,640.0,1117.0,197.0,17.0,112.0,31.0,78.0,91.7,54.0
2035.0,1724.0,1606.0,716.0,135.0,273.0,443.0,843.0,949.0,701.0,414.0,307.0,330.0,220.0,329.0,445.0,575.0,991.0,180.0,15.0,101.0,27.0,67.0,60.1,51.0
2041.0,1670.0,1549.0,667.0,125.0,222.0,445.0,743.0,859.0,694.0,420.0,349.0,374.0,226.0,331.0,492.0,584.0,1009.0,171.0,14.0,90.0,27.0,69.0,60.3,46.0
2013.0,1719.0,1582.0,693.0,138.0,263.0,430.0,810.0,927.0,685.0,375.0,354.0,398.0,237.0,313.0,463.0,578.0,992.0,172.0,13.0,90.0,24.0,66.0,63.2,38.0
2136.0,1773.0,1670.0,706.0,142.0,216.0,490.0,817.0,928.0,787.0,428.0,346.0,343.0,224.0,355.0,487.0,624.0,1136.0,198.0,17.0,107.0,30.0,76.0,69.2,54.0
1985.0,1668.0,1553.0,619.0,139.0,174.0,445.0,734.0,864.0,737.0,446.0,341.0,341.0,235.0,354.0,479.0,603.0,1026.0,180.0,15.0,103.0,28.0,71.0,66.7,57.0
2132.0,1799.0,1680.0,722.0,162.0,236.0,486.0,860.0,957.0,759.0,509.0,381.0,388.0,249.0,351.0,505.0,633.0,1086.0,188.0,16.0,116.0,26.0,74.0,91.9,51.0
2131.0,1764.0,1654.0,733.0,144.0,243.0,490.0,819.0,921.0,773.0,402.0,332.0,333.0,209.0,333.0,477.0,595.0,1054.0,186.0,15.0,101.0,27.0,73.0,66.6,58.0
2141.0,1776.0,1651.0,691.0,145.0,204.0,487.0,837.0,936.0,769.0,442.0,330.0,346.0,238.0,346.0,483.0,626.0,1096.0,197.0,15.0,106.0,28.0,76.0,77.0,63.0
1943.0,1654.0,1535.0,663.0,146.0,233.0,430.0,774.0,910.0,706.0,451.0,355.0,372.0,262.0,334.0,478.0,610.0,1014.0,182.0,14.0,96.0,24.0,71.0,69.3,40.0
2111.0,1756.0,1639.0,665.0,138.0,202.0,463.0,803.0,927.0,754.0,438.0,328.0,336.0,228.0,344.0,483.0,593.0,1020.0,190.0,16.0,98.0,26.0,73.0,66.4,40.0
2240.0,1863.0,1742.0,741.0,137.0,246.0,495.0,875.0,982.0,801.0,425.0,350.0,354.0,221.0,377.0,486.0,624.0,1105.0,204.0,14.0,103.0,28.0,78.0,64.8,48.0
2214.0,1842.0,1721.0,705.0,139.0,200.0,505.0,830.0,948.0,806.0,460.0,336.0,348.0,242.0,372.0,510.0,640.0,1118.0,194.0,16.0,113.0,31.0,76.0,72.7,64.0
2296.0,1855.0,1734.0,769.0,144.0,243.0,526.0,845.0,950.0,798.0,429.0,334.0,349.0,249.0,373.0,524.0,665.0,1143.0,208.0,16.0,109.0,32.0,81.0,72.2,48.0
2189.0,1830.0,1703.0,741.0,166.0,256.0,485.0,860.0,966.0,751.0,488.0,363.0,386.0,283.0,364.0,497.0,648.0,1103.0,187.0,,104.0,27.0,74.0,93.7,69.0
2177.0,1804.0,1702.0,701.0,137.0,229.0,472.0,810.0,923.0,760.0,452.0,354.0,360.0,235.0,360.0,499.0,616.0,1107.0,196.0,16.0,108.0,27.0,75.0,74.0,64.0
2140.0,1804.0,1677.0,740.0,150.0,270.0,470.0,846.0,974.0,704.0,440.0,338.0,353.0,252.0,339.0,482.0,618.0,1070.0,183.0,16.0,111.0,27.0,71.0,75.8,54.0
2190.0,1780.0,1661.0,704.0,153.0,234.0,470.0,815.0,936.0,791.0,405.0,322.0,328.0,239.0,345.0,470.0,601.0,1042.0,193.0,18.0,110.0,26.0,75.0,71.5,62.0
2262.0,1861.0,1738.0,761.0,150.0,236.0,525.0,832.0,958.0,760.0,414.0,342.0,348.0,234.0,371.0,511.0,661.0,1135.0,195.0,12.0,109.0,23.0,78.0,73.0,58.0
2077.0,1717.0,1612.0,686.0,137.0,224.0,462.0,737.0,853.0,763.0,372.0,318.0,339.0,235.0,328.0,508.0,620.0,1079.0,171.0,11.0,91.0,19.0,69.0,63.1,32.0
2065.0,1712.0,1581.0,726.0,140.0,264.0,462.0,782.0,887.0,683.0,407.0,336.0,332.0,221.0,337.0,468.0,597.0,1032.0,179.0,13.0,92.0,22.0,74.0,61.9,27.0
2219.0,1834.0,1704.0,745.0,146.0,243.0,502.0,833.0,957.0,746.0,443.0,332.0,346.0,230.0,353.0,516.0,636.0,1106.0,193.0,15.0,98.0,25.0,73.0,75.7,56.0
2040.0,1720.0,1606.0,731.0,159.0,266.0,465.0,808.0,912.0,711.0,400.0,321.0,330.0,240.0,321.0,476.0,606.0,1029.0,181.0,14.0,91.0,22.0,73.0,66.8,34.0
2133.0,1793.0,1671.0,734.0,126.0,234.0,500.0,794.0,905.0,717.0,411.0,298.0,300.0,229.0,367.0,500.0,628.0,1076.0,196.0,16.0,103.0,27.0,76.0,60.6,56.0
2320.0,1900.0,1774.0,1186.0,134.0,272.0,,856.0,980.0,803.0,429.0,358.0,359.0,195.0,365.0,496.0,623.0,,206.0,20.0,113.0,29.0,78.0,71.2,61.0
2136.0,1738.0,1632.0,679.0,119.0,199.0,480.0,794.0,909.0,719.0,351.0,306.0,291.0,202.0,328.0,473.0,593.0,1041.0,180.0,20.0,102.0,26.0,65.0,50.5,49.0
2121.0,1730.0,1624.0,666.0,132.0,191.0,475.0,754.0,872.0,710.0,402.0,313.0,307.0,208.0,345.0,485.0,621.0,1050.0,188.0,16.0,96.0,26.0,77.0,56.4,44.0
2329.0,1890.0,1764.0,809.0,143.0,279.0,530.0,874.0,992.0,900.0,402.0,336.0,340.0,246.0,398.0,494.0,639.0,1136.0,210.0,14.0,114.0,28.0,92.0,76.0,75.0
2040.0,1744.0,1623.0,737.0,148.0,279.0,458.0,823.0,943.0,656.0,362.0,324.0,343.0,237.0,340.0,465.0,579.0,1004.0,184.0,12.0,96.0,21.0,72.0,60.2,34.0
2046.0,1653.0,1537.0,680.0,154.0,230.0,450.0,747.0,863.0,698.0,381.0,318.0,340.0,216.0,299.0,480.0,587.0,1006.0,174.0,15.0,87.0,20.0,69.0,60.2,32.0
2075.0,1724.0,1609.0,695.0,141.0,227.0,468.0,761.0,882.0,683.0,362.0,318.0,326.0,236.0,331.0,514.0,638.0,1096.0,177.0,13.0,97.0,24.0,73.0,58.5,35.0
2045.0,1685.0,1566.0,682.0,150.0,210.0,472.0,741.0,860.0,700.0,401.0,325.0,335.0,227.0,330.0,490.0,611.0,1045.0,185.0,11.0,92.0,20.0,74.0,62.4,34.0
2269.0,1798.0,1679.0,718.0,140.0,203.0,515.0,784.0,905.0,755.0,438.0,333.0,327.0,243.0,370.0,512.0,642.0,1122.0,201.0,16.0,105.0,,79.0,69.0,64.0
2235.0,1820.0,1703.0,744.0,138.0,234.0,510.0,800.0,939.0,743.0,390.0,337.0,329.0,211.0,378.0,504.0,655.0,1116.0,187.0,15.0,104.0,23.0,73.0,69.9,49.0
2354.0,1963.0,1833.0,795.0,159.0,245.0,550.0,870.0,994.0,813.0,438.0,347.0,364.0,259.0,383.0,559.0,693.0,1206.0,210.0,14.0,109.0,22.0,82.0,78.2,56.0
2057.0,1709.0,1591.0,690.0,150.0,235.0,455.0,784.0,908.0,712.0,453.0,329.0,345.0,218.0,343.0,481.0,596.0,1013.0,182.0,16.0,103.0,23.0,74.0,66.1,42.0
2005.0,1693.0,1577.0,712.0,134.0,237.0,475.0,740.0,856.0,672.0,371.0,326.0,324.0,202.0,330.0,491.0,610.0,1045.0,175.0,12.0,91.0,19.0,70.0,55.8,33.0
2258.0,1861.0,1730.0,706.0,140.0,213.0,493.0,811.0,945.0,734.0,400.0,324.0,319.0,217.0,375.0,527.0,675.0,1150.0,196.0,14.0,108.0,26.0,77.0,68.3,53.0
2112.0,1817.0,1686.0,710.0,154.0,210.0,500.0,819.0,943.0,759.0,438.0,362.0,373.0,239.0,349.0,497.0,645.0,1130.0,192.0,12.0,104.0,23.0,70.0,82.7,38.0
1986.0,1663.0,1542.0,695.0,130.0,258.0,437.0,764.0,875.0,648.0,340.0,307.0,321.0,195.0,316.0,468.0,590.0,1000.0,174.0,11.0,80.0,18.0,67.0,50.3,26.0
2122.0,1755.0,1632.0,750.0,169.0,295.0,455.0,806.0,938.0,738.0,548.0,364.0,397.0,311.0,367.0,499.0,643.0,1082.0,190.0,15.0,117.0,18.0,71.0,107.4,50.0
2071.0,1737.0,1605.0,744.0,147.0,299.0,445.0,816.0,945.0,665.0,390.0,311.0,355.0,238.0,317.0,487.0,607.0,1025.0,173.0,13.0,89.0,22.0,66.0,63.5,34.0
2235.0,1838.0,1721.0,763.0,140.0,256.0,507.0,839.0,956.0,742.0,429.0,335.0,348.0,216.0,374.0,492.0,618.0,1072.0,198.0,13.0,98.0,23.0,73.0,69.3,59.0
2258.0,1846.0,1730.0,743.0,140.0,238.0,505.0,854.0,974.0,775.0,448.0,322.0,341.0,240.0,369.0,478.0,639.0,1108.0,201.0,15.0,104.0,24.0,77.0,76.3,54.0
2156.0,1774.0,1643.0,704.0,128.0,219.0,485.0,804.0,917.0,725.0,388.0,312.0,313.0,205.0,329.0,473.0,601.0,1061.0,188.0,14.0,96.0,27.0,75.0,60.5,52.0
2119.0,1781.0,1658.0,710.0,143.0,220.0,490.0,819.0,930.0,724.0,436.0,338.0,336.0,237.0,348.0,492.0,629.0,1090.0,189.0,16.0,99.0,26.0,78.0,73.2,40.0
2180.0,1789.0,1665.0,718.0,146.0,250.0,468.0,838.0,,737.0,448.0,355.0,353.0,235.0,352.0,488.0,633.0,1073.0,198.0,17.0,107.0,28.0,77.0,79.2,55.0
2156.0,1756.0,1641.0,753.0,142.0,263.0,490.0,825.0,,745.0,433.0,312.0,327.0,214.0,347.0,450.0,591.0,1028.0,183.0,16.0,106.0,28.0,69.0,68.3,51.0
2241.0,1863.0,1735.0,742.0,144.0,232.0,510.0,839.0,965.0,789.0,418.0,343.0,337.0,226.0,380.0,524.0,658.0,1130.0,192.0,16.0,108.0,29.0,77.0,75.0,62.0
2059.0,1759.0,1632.0,703.0,148.0,233.0,470.0,792.0,931.0,672.0,431.0,328.0,338.0,230.0,331.0,487.0,626.0,1059.0,176.0,15.0,94.0,26.0,72.0,71.5,39.0
2153.0,1794.0,1668.0,732.0,145.0,240.0,492.0,807.0,926.0,741.0,452.0,341.0,342.0,219.0,374.0,503.0,637.0,1083.0,190.0,17.0,111.0,29.0,75.0,74.3,62.0
2008.0,1707.0,1586.0,656.0,145.0,181.0,475.0,742.0,864.0,689.0,422.0,307.0,306.0,241.0,344.0,456.0,600.0,1053.0,178.0,16.0,95.0,25.0,68.0,62.9,42.0
2116.0,1777.0,1647.0,765.0,135.0,313.0,452.0,860.0,979.0,687.0,397.0,326.0,325.0,219.0,353.0,452.0,582.0,1024.0,192.0,16.0,98.0,25.0,75.0,64.0,49.0
2083.0,1732.0,1619.0,683.0,149.0,236.0,447.0,813.0,922.0,685.0,430.0,353.0,359.0,230.0,336.0,495.0,604.0,1022.0,174.0,15.0,102.0,24.0,68.0,64.6,44.0
2080.0,1728.0,1617.0,702.0,148.0,262.0,440.0,799.0,916.0,655.0,439.0,339.0,320.0,215.0,334.0,487.0,607.0,1013.0,184.0,14.0,100.0,27.0,76.0,66.7,45.0
2100.0,1780.0,1663.0,716.0,148.0,246.0,470.0,790.0,917.0,695.0,370.0,328.0,360.0,227.0,335.0,500.0,606.0,1047.0,181.0,13.0,84.0,22.0,70.0,61.9,36.0
2225.0,1816.0,1697.0,720.0,145.0,210.0,510.0,817.0,943.0,825.0,416.0,353.0,357.0,233.0,371.0,491.0,629.0,1114.0,190.0,15.0,101.0,25.0,71.0,75.5,59.0
2206.0,1807.0,1677.0,719.0,130.0,234.0,485.0,813.0,965.0,803.0,364.0,315.0,316.0,163.0,364.0,493.0,615.0,1077.0,186.0,14.0,96.0,25.0,71.0,54.1,37.0
2383.0,1897.0,1775.0,756.0,150.0,231.0,525.0,835.0,952.0,777.0,414.0,366.0,351.0,220.0,371.0,527.0,660.0,1191.0,199.0,14.0,97.0,27.0,78.0,73.0,46.0
2045.0,1693.0,1574.0,693.0,156.0,246.0,447.0,794.0,913.0,725.0,392.0,325.0,337.0,243.0,314.0,470.0,580.0,993.0,172.0,12.0,101.0,24.0,62.0,67.5,44.0
2233.0,1822.0,1689.0,736.0,142.0,226.0,510.0,823.0,953.0,757.0,444.0,319.0,323.0,233.0,374.0,493.0,632.0,1120.0,191.0,15.0,110.0,30.0,79.0,72.8,66.0
2195.0,1847.0,1737.0,773.0,133.0,273.0,500.0,866.0,980.0,719.0,448.0,345.0,341.0,214.0,371.0,494.0,621.0,1090.0,200.0,15.0,107.0,28.0,76.0,72.0,54.0
1963.0,1655.0,1539.0,669.0,129.0,237.0,432.0,778.0,899.0,701.0,423.0,308.0,317.0,204.0,328.0,445.0,562.0,964.0,180.0,15.0,94.0,28.0,70.0,55.3,61.0
2116.0,1750.0,1639.0,715.0,145.0,259.0,456.0,823.0,934.0,706.0,398.0,331.0,332.0,324.0,339.0,485.0,614.0,1058.0,182.0,16.0,101.0,27.0,75.0,62.6,41.0
2265.0,1828.0,1714.0,724.0,142.0,234.0,490.0,821.0,959.0,740.0,423.0,318.0,323.0,224.0,355.0,505.0,634.0,1078.0,187.0,15.0,105.0,,71.0,68.0,58.0
2296.0,1878.0,1751.0,770.0,148.0,230.0,540.0,838.0,960.0,771.0,464.0,353.0,359.0,235.0,384.0,507.0,636.0,1175.0,201.0,14.0,112.0,30.0,82.0,76.7,68.0
2125.0,1824.0,1684.0,742.0,158.0,260.0,482.0,851.0,972.0,781.0,490.0,370.0,394.0,260.0,347.0,516.0,648.0,1115.0,195.0,15.0,107.0,30.0,77.0,92.0,59.0
2312.0,1932.0,1804.0,763.0,145.0,233.0,530.0,868.0,995.0,830.0,419.0,347.0,327.0,233.0,380.0,535.0,682.0,1144.0,211.0,15.0,108.0,27.0,80.0,73.0,60.0
2132.0,1770.0,1646.0,677.0,146.0,200.0,477.0,779.0,900.0,741.0,432.0,341.0,351.0,245.0,348.0,522.0,627.0,1060.0,184.0,14.0,93.0,28.0,73.0,70.9,52.0
2062.0,1745.0,1619.0,710.0,132.0,265.0,445.0,814.0,931.0,702.0,436.0,319.0,322.0,216.0,326.0,452.0,574.0,1010.0,183.0,15.0,97.0,25.0,70.0,61.9,50.0
2233.0,1836.0,1706.0,703.0,143.0,213.0,490.0,802.0,932.0,801.0,424.0,339.0,343.0,213.0,368.0,503.0,647.0,1106.0,191.0,16.0,102.0,28.0,74.0,76.7,42.0
2277.0,1901.0,1781.0,783.0,148.0,278.0,505.0,861.0,995.0,768.0,454.0,363.0,364.0,260.0,366.0,519.0,668.0,1122.0,201.0,15.0,105.0,30.0,76.0,87.0,67.0
2227.0,1818.0,1715.0,725.0,152.0,235.0,490.0,830.0,945.0,753.0,456.0,339.0,357.0,245.0,368.0,510.0,628.0,1088.0,194.0,15.0,107.0,27.0,78.0,75.0,50.0
2087.0,1725.0,1617.0,709.0,138.0,239.0,470.0,746.0,859.0,700.0,362.0,295.0,300.0,212.0,339.0,490.0,620.0,1090.0,185.0,12.0,94.0,23.0,78.0,52.8,36.0
2053.0,1719.0,1594.0,725.0,147.0,268.0,457.0,814.0,937.0,705.0,429.0,343.0,344.0,226.0,340.0,463.0,574.0,995.0,180.0,14.0,106.0,29.0,73.0,67.7,70.0
2255.0,1858.0,1737.0,772.0,140.0,276.0,496.0,867.0,1000.0,784.0,410.0,338.0,324.0,219.0,382.0,494.0,653.0,1114.0,200.0,14.0,103.0,27.0,77.0,68.8,76.0
2222.0,1825.0,1699.0,736.0,146.0,231.0,505.0,833.0,947.0,770.0,432.0,353.0,358.0,217.0,353.0,499.0,634.0,1117.0,188.0,18.0,105.0,28.0,67.0,74.9,64.0
2118.0,1810.0,1684.0,766.0,140.0,281.0,485.0,827.0,972.0,720.0,424.0,318.0,336.0,235.0,349.0,479.0,620.0,1120.0,182.0,16.0,112.0,29.0,67.0,71.5,48.0
2285.0,1888.0,1769.0,775.0,156.0,260.0,515.0,853.0,972.0,777.0,428.0,360.0,356.0,263.0,385.0,548.0,692.0,1178.0,196.0,19.0,113.0,28.0,77.0,84.3,58.0
2249.0,1835.0,1701.0,753.0,134.0,253.0,500.0,842.0,970.0,767.0,400.0,336.0,336.0,201.0,369.0,498.0,632.0,1102.0,196.0,17.0,107.0,28.0,75.0,67.0,46.0
2277.0,1872.0,1747.0,728.0,137.0,213.0,515.0,819.0,946.0,764.0,441.0,334.0,352.0,229.0,380.0,535.0,662.0,1213.0,200.0,17.0,115.0,31.0,77.0,74.9,56.0
2000.0,1680.0,1568.0,621.0,165.0,184.0,437.0,730.0,846.0,663.0,427.0,338.0,358.0,250.0,342.0,528.0,632.0,1045.0,168.0,13.0,90.0,23.0,64.0,69.1,32.0
2110.0,1769.0,1654.0,688.0,137.0,208.0,480.0,782.0,905.0,739.0,412.0,327.0,339.0,220.0,348.0,510.0,630.0,1073.0,182.0,16.0,92.0,28.0,70.0,65.1,42.0
1918.0,1592.0,1478.0,615.0,140.0,201.0,414.0,714.0,838.0,637.0,365.0,329.0,331.0,220.0,304.0,449.0,574.0,958.0,168.0,15.0,98.0,27.0,66.0,56.7,40.0
2000.0,1655.0,1537.0,641.0,152.0,226.0,415.0,779.0,889.0,696.0,373.0,365.0,375.0,273.0,306.0,429.0,598.0,993.0,170.0,14.0,92.0,26.0,66.0,63.4,30.0
2144.0,1764.0,1645.0,695.0,153.0,235.0,460.0,819.0,931.0,748.0,460.0,360.0,369.0,240.0,350.0,497.0,626.0,1080.0,188.0,18.0,99.0,29.0,74.0,74.7,44.0
2044.0,1681.0,1551.0,663.0,186.0,236.0,427.0,764.0,884.0,658.0,468.0,392.0,410.0,283.0,305.0,507.0,630.0,1038.0,172.0,13.0,99.0,27.0,68.0,87.7,39.0
2193.0,1835.0,1710.0,743.0,148.0,253.0,490.0,848.0,969.0,736.0,470.0,349.0,358.0,240.0,345.0,497.0,630.0,1104.0,195.0,16.0,108.0,30.0,70.0,78.8,63.0
2391.0,1903.0,1789.0,741.0,141.0,209.0,532.0,825.0,964.0,789.0,443.0,336.0,340.0,218.0,389.0,548.0,704.0,1215.0,202.0,15.0,108.0,29.0,80.0,77.5,56.0
2083.0,1723.0,1594.0,684.0,138.0,229.0,455.0,800.0,930.0,662.0,439.0,325.0,325.0,215.0,330.0,469.0,594.0,1004.0,188.0,19.0,108.0,31.0,71.0,67.7,60.0
2083.0,1745.0,1634.0,700.0,155.0,230.0,470.0,795.0,903.0,739.0,438.0,393.0,378.0,247.0,337.0,498.0,629.0,1065.0,178.0,13.0,92.0,24.0,71.0,77.4,32.0
2226.0,1845.0,1723.0,771.0,139.0,279.0,492.0,866.0,984.0,746.0,460.0,353.0,364.0,222.0,364.0,481.0,609.0,1058.0,191.0,18.0,108.0,30.0,78.0,70.7,55.0
2127.0,1753.0,1632.0,719.0,145.0,247.0,472.0,790.0,914.0,702.0,398.0,317.0,327.0,229.0,325.0,498.0,624.0,1071.0,186.0,14.0,97.0,25.0,71.0,63.4,40.0
2313.0,1863.0,1749.0,745.0,120.0,210.0,535.0,833.0,958.0,807.0,387.0,341.0,322.0,191.0,382.0,520.0,650.0,1169.0,197.0,14.0,101.0,26.0,73.0,61.1,51.0
2206.0,1823.0,1695.0,703.0,168.0,235.0,468.0,815.0,929.0,728.0,417.0,366.0,379.0,277.0,358.0,560.0,680.0,1138.0,198.0,14.0,98.0,25.0,78.0,84.4,40.0
2141.0,1785.0,1668.0,727.0,133.0,242.0,485.0,814.0,925.0,731.0,439.0,334.0,334.0,258.0,356.0,479.0,630.0,1094.0,186.0,15.0,108.0,29.0,72.0,66.2,50.0
